Data_Registro;Tensao_Fase_RS_V;Tensao_Fase_ST_V;Tensao_Fase_TR_V;Corrente_Fase_R_A;Corrente_Fase_S_A;Corrente_Fase_T_A;Demanda_kW;Potencia-Ativa_kW
2022-08-17 10:14:45.893;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 10:14:45.897;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 10:14:45.903;434;435;440;354;384;395;1200;-20754
2022-08-17 10:14:45.910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.890;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.900;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.907;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.913;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.920;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.927;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.930;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.937;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.943;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.950;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.953;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.963;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.970;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.973;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.980;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.987;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.990;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:45.997;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 11:14:46.003;445;446;447;128;125;123;794;-20646
2022-08-17 11:14:46.010;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:45.993;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.007;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.013;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.017;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.023;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.030;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.037;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.040;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.047;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.050;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.057;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.063;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.070;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.073;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.080;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.087;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.093;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 12:14:46.107;443;443;446;140;125;116;778;-20568
2022-08-17 12:14:46.113;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.090;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.097;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.103;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.110;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.113;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.120;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.127;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.130;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.137;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.147;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.153;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.160;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.167;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.170;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.177;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.183;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.190;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.193;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 13:14:46.200;420;424;430;698;760;756;2020;-20446
2022-08-17 13:14:46.203;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.210;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.220;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.227;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.233;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.243;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.250;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.257;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.260;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.263;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.270;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.277;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.283;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.290;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.293;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.310;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.310;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.317;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.320;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 14:14:46.327;440;441;443;167;165;139;1948;-20259
2022-08-17 14:14:46.333;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.337;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.340;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.350;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.353;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.360;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.363;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.373;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.377;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.383;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.387;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.397;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.400;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.407;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.410;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.417;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.423;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.430;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.437;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.440;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 15:14:46.447;436;436;439;262;258;240;1416;-20102
2022-08-17 15:14:46.453;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.440;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.450;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.460;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.463;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.470;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.473;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.480;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.487;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.493;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.503;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.510;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.513;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.520;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.527;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.530;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.540;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.543;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.550;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 16:14:46.557;439;439;441;190;177;151;951;-19988
2022-08-17 16:14:46.560;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.050;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.063;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.070;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.083;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.093;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.103;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.110;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.117;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.123;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.130;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.133;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.147;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.153;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.160;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.167;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.170;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 17:14:46.180;423;427;434;613;671;673;1800;-19837
2022-08-17 17:14:46.183;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.180;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.190;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.197;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.203;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.213;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.220;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.230;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.240;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.250;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.260;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.263;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.273;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.280;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.283;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.293;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.297;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.303;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.317;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.330;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 18:14:46.330;437;438;441;146;131;160;2066;-19640
2022-08-17 18:14:46.330;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.277;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.290;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.297;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.303;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.307;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.313;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.320;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.323;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.327;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.333;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.340;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.347;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.350;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.357;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.363;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.367;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.377;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.380;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.387;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 19:14:46.397;435;437;440;153;136;159;813;-19528
2022-08-17 19:14:46.400;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.370;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.380;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.387;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.390;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.397;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.403;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.410;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.417;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.420;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.427;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.433;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.440;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.447;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.453;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.460;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.467;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.470;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.477;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.483;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 20:14:46.487;439;439;442;182;156;145;796;-19449
2022-08-17 20:14:46.493;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.283;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.297;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.303;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.310;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.330;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.330;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.337;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.343;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.353;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.357;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.363;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.370;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.377;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.383;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.387;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.393;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.400;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.407;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.410;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 21:14:46.417;439;439;441;175;182;168;754;-19372
2022-08-17 21:14:46.420;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.367;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.373;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.383;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.390;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.400;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.403;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.410;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.417;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.420;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.427;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.433;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.440;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.443;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.453;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.460;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.467;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.470;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.477;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.483;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 22:14:46.490;439;439;441;164;168;137;799;-19295
2022-08-17 22:14:46.497;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.460;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.467;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.470;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.477;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.483;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.490;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.497;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.503;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.510;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.513;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.520;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.527;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.533;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.540;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.550;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.553;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.560;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.563;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.570;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-17 23:14:46.573;439;440;444;164;150;173;746;-19219
2022-08-17 23:14:46.580;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.570;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.580;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.583;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.590;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.597;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.603;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.610;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.613;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.620;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.627;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.633;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.640;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.647;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.660;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.663;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.670;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.673;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.680;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 00:14:46.687;442;442;445;156;172;153;768;-19142
2022-08-18 00:14:46.690;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022-08-18 01:14:46.490;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
